fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews
Cube Rush,ilyon,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.09,114.99,free,0.0,4.4,"13,295",13295
Defenders 2: Tower Defense Strategy Game,nival,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,0.99,109.99,free,0.0,4.5,"42,652",42652
Game for Cats,little hiccup,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,casual,2.19,2.19,free,0.0,2.9,"1,418",1418
Car Simulator M5,oppana games,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,1000000.0,simulation,1.09,94.99,free,0.0,4.2,"9,435",9435
Epic Seven,smilegate megaport,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,1.09,109.99,free,0.0,4.4,"175,015",175015
The Elder Scrolls: Blades,bethesda softworks llc,1.0,0.0,0.0,0.0,0.0,1.0,1,16+,0.0,1000000.0,role playing,2.19,104.99,free,0.0,4.1,"41,929",41929
Plumber 3,app holdings,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,19.99,free,0.0,4.4,"23,026",23026
Solitaire,cool games - puzzle,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,,,free,0.0,4.6,"11,586",11586
Fun Race 3D,good job games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000000.0,racing,4.79,4.79,free,0.0,4.2,"887,885",887885
Super Ninja Spirit,efun company limited,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,role playing,1.09,104.99,free,0.0,4.5,"12,397",12397
Fate/Grand Order (English),aniplex inc.,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,,,no info available,0.0,4.3,"36,832",36832
Silo's Airsoft Royale,linnama entertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,action,0.89,12.99,free,0.0,4.4,"6,639",6639
myVEGAS Slots - Las Vegas Casino Slot Machines,playstudios,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,10000000.0,casino,0.99,349.99,free,0.0,4.6,"709,828",709828
Cat Condo 2,zepni ltd.,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.99,19.99,free,0.0,4.6,"17,396",17396
Call me a Legend,6waves,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,role playing,1.09,109.99,free,0.0,4.3,"3,482",3482
RC Cars - Driving Simulator,tntgames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.99,59.99,free,0.0,4.0,"58,11",5811
Injustice 2,warner bros. international enterprises,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,0.99,109.99,free,0.0,4.3,"656,033",656033
Thor : War of Tapnarok,appxplore (icandy),1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,role playing,1.09,65.99,free,0.0,4.4,"14,331",14331
"Real Cake Maker 3D - Bake, Design & Decorate",coco play by tabtale,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,simulation,0.80,8.00,free,0.0,4.0,"189,052",189052
Infamous Machine,blyts,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000.0,adventure,,,3.19,1.0,4.5,"1,586",1586
MLB 9 Innings 19,com2us,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,5000000.0,sports,1.09,109.99,free,0.0,4.3,"113,366",113366
GT Racing 2: The Real Car Exp,gameloft se,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,10000000.0,racing,0.99,99.99,free,0.0,4.4,"1,733,421",1733421
Dragon Transform Robot,racing legends,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.99,1.99,free,0.0,3.8,"5,381",5381
Lonely One : Hole-in-one,loadcomplete,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,sports,0.96,3.39,no info available,0.0,4.3,"10,871",10871
Supermarket Grocery Shopping Mall Family Game,collider game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,2.09,2.09,free,0.0,3.1,"8,563",8563
Gunstar Heroes Classic,sega,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,action,2.29,2.29,free,0.0,4.3,"1,216",1216
Sports Betting Game - BETUP,upapp,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,sports,0.99,54.99,free,0.0,4.1,"23,628",23628
Snooker Live Pro & Six-red,gamedesire,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,sports,1.09,21.99,free,0.0,4.3,"43,896",43896
World of Craft : Build,a2z,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,3.0,"10,211",10211
"Girls Haircut, Hair Salon & Hairstyle Games 3D",giochi studios,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,4.09,9.99,free,0.0,2.1,"5,087",5087
Toddler Games for 2 and 3 Year Olds,idz digital private limited,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,educational,5.49,31.99,free,0.0,4.0,"1,255",1255
Smart Puzzles Collection,app holdings,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.59,25.99,free,0.0,4.5,"190,488",190488
Taxi: Revolution Sim 2019,strongunion games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,0.99,9.99,free,0.0,4.1,"37,123",37123
DEAD TRIGGER - Offline Zombie Shooter,madfinger games,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,action,1.09,27.99,free,0.0,4.6,"1,418,279",1418279
Folding Tiles,popcore games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,4.09,4.09,free,0.0,3.5,"1,921",1921
Unblock,playzio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.81,20.36,free,0.0,4.4,"40,518",40518
Multi Craft : Mini Block Town,pgpgg  creative game studio,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,3.7,"3,847",3847
Master of Politics,allin games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,casual,,,free,0.0,4.2,"7,903",7903
Grow Kingdom,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,simulation,4.99,99.99,free,0.0,4.3,"8,079",8079
Manga Clash - Warrior Arena,waggon games,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,role playing,0.99,51.49,free,0.0,4.1,"25,35",2535
Real Drift Car Racing,real games srls,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,racing,0.99,11.99,0.99,1.0,4.2,"56,806",56806
Love Story Games: Blog of Secrets,webelinx love story games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,simulation,2.39,54.99,free,0.0,3.7,"23,735",23735
Mahjong Deluxe,magma mobile,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,1.99,1.99,free,0.0,4.5,"11,411",11411
Drink Simulator - Drink Cocktail &Juice Mixer Joke,droid-developer,0.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,10000000.0,simulation,,,free,0.0,4.5,"76,291",76291
Mahjong,canarydroid,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.7,"110,538",110538
Warhammer: Chaos & Conquest - Build Your Warband,tilting point,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,strategy,1.09,104.99,free,0.0,4.4,"18,536",18536
1943 Deadly Desert - a WW2 Strategy War Game,handygames,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,2.99,99.99,free,0.0,4.2,"17,813",17813
PPKP,toshihiro_app,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,500000.0,arcade,1.09,44.99,free,0.0,4.8,"26,024",26024
Stairway,the mascoteers,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,0.79,1.22,free,0.0,3.9,"6,641",6641
"248: Connect Dots, Pops and Numbers",bigstar games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,20.99,free,0.0,4.2,"3,338",3338
Love Sick: Interactive Stories,swag masha,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,simulation,2.09,109.99,free,0.0,3.8,"20,584",20584
Evolution of Species,evolution of games,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,arcade,,,free,0.0,3.2,"28,976",28976
The Catapult 2,byv,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,action,1.09,31.99,free,0.0,4.3,"40,194",40194
Patience Revisited Solitaire,steve & mark,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,card,,,free,0.0,4.6,"1,818",1818
City Gangs: San Andreas,casual azur games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.19,5.49,free,0.0,3.9,"20,79",2079
InMind VR (Cardboard),nival,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,,,free,0.0,3.7,"5,563",5563
"sugar, sugar",bart bonte,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,50000.0,puzzle,,,0.99,1.0,4.6,"1,488",1488
F1 Manager,hutch games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,1.09,109.99,no info available,0.0,4.1,"166,836",166836
NASCAR Rush,704games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,0.99,99.99,free,0.0,3.5,"2,893",2893
Haunted house escape,nest of games,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,puzzle,,,free,0.0,3.8,"1,578",1578
Connect The Dots - Color Connect - Color Line,happydream,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000.0,puzzle,,,free,0.0,4.1,"1,209",1209
"Peace, Death!",azamatika,1.0,0.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,arcade,,,1.79,1.0,4.7,"11,949",11949
Sky Garden - Scapes Farming,vng game studios sea,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,casual,0.99,49.99,free,0.0,4.4,"133,424",133424
Badminton 3D,giraffe games limited,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,sports,1.23,4.92,free,0.0,4.3,"251,964",251964
Art of War 3: PvP RTS modern warfare strategy game,gear games,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,5000000.0,strategy,0.50,99.99,free,0.0,4.5,"229,678",229678
Extreme SUV Driving Simulator,axesinmotion racing,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,racing,0.99,99.99,free,0.0,4.4,"163,319",163319
Cursed Treasure 2,armor games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,strategy,3.09,3.09,free,0.0,4.2,"4,045",4045
Idle Supermarket Tycoon - Tiny Shop Game,codigames,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,simulation,1.19,119.99,free,0.0,4.4,"441,023",441023
US Police Robot Bike Stunts,trend entertainment games,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,adventure,3.19,104.99,free,0.0,4.0,"2,198",2198
Memory & Attention Training for Kids,sanvada llc,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,,,free,0.0,4.4,"3,765",3765
Baby games for 2 to 4 year olds,bimi boo kids - games for boys and girls llc,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,educational,3.99,3.99,free,0.0,4.2,"2,646",2646
Nihilumbra,beautifun games,1.0,0.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,adventure,2.99,2.99,free,0.0,4.6,"32,038",32038
City Car Racing Simulator 2018,racing games android - appsoleut games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,0.79,16.99,free,0.0,3.3,"5,692",5692
Dead?Spreading:Idle?Game,potting mob,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,strategy,1.09,104.99,free,0.0,3.9,"6,021",6021
Escape The Ghost Town,a-s-g,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,0.59,0.59,free,0.0,4.3,"74,346",74346
Amazing Taxi Simulator V2 2019,strongunion games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,1.09,10.99,0.99,1.0,3.5,"51,628",51628
Basketball Shooting,android pixels,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,1.99,1.99,free,0.0,4.1,"6,866",6866
Stick Fight: The Game Mobile,netease games,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,5000000.0,action,1.09,109.99,free,0.0,4.0,"47,093",47093
Train Simulator Free 2018,racing games android - appsoleut games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,0.79,15.99,free,0.0,3.5,"27,297",27297
Train and rail yard simulator,3dinteger,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.0,"11,009",11009
Beast Animals Kingdom Battle: Dinosaur Games,gamtertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,1.19,35.99,free,0.0,3.0,"3,998",3998
Shisen Sho Mahjong Connect,mobirix,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,1000000.0,puzzle,2.99,99.99,free,0.0,4.3,"17,286",17286
LYN: The Lightbringer,nexon company,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,500000.0,role playing,0.99,104.99,free,0.0,4.2,"46,598",46598
Strawberry Shortcake Sweet Shop,budge studios,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.69,3.79,free,0.0,3.9,"301,697",301697
Car Maker Auto Mechanic Sports Car Builder Games,dragon fire z,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,4.19,30.99,free,0.0,3.1,"8,473",8473
Golden Farm : Idle Farming Game,playme8,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,casual,0.59,349.99,free,0.0,4.5,"69,145",69145
Extreme Sports Car Driving 3D,axesinmotion racing,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,racing,1.99,1.99,free,0.0,4.3,"25,301",25301
Bridge the Wall,innovative games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,action,,,free,0.0,3.9,"52,484",52484
Chef Town: Cooking Simulation,nanobit games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,2.19,114.99,free,0.0,4.4,"128,664",128664
BREAKFINITY,"hassey enterprises, inc.",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,1.09,10.99,free,0.0,3.8,"1,659",1659
Total Conquest,gameloft se,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,strategy,0.99,99.99,free,0.0,4.1,"321,543",321543
Bridge Constructor,clockstone studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,0.95,2.39,1.48,1.0,4.3,"48,321",48321
Tank Wars Classic,punkhorse,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,strategy,,,free,0.0,3.0,"2,393",2393
The Walking Dead: Season Two,"howyaknow, llc",1.0,0.0,0.0,0.0,0.0,0.0,1,18+,0.0,10000000.0,adventure,5.99,14.99,free,0.0,4.6,"650,122",650122
Love Poly - New puzzle game,eyewind,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,2.09,8.49,free,0.0,4.3,"71,529",71529
Solitaire - Island Adventure,"card games, inc",1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,1.09,104.99,free,0.0,4.9,"86,767",86767
Horror: Fear in Hospital,asteroid games 3d,0.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,adventure,,,free,0.0,3.6,"3,066",3066
Block Puzzle Classic - Free Brick Puzzle,infinity game studio,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,puzzle,,,free,0.0,4.3,"1,946",1946
Hidden Objects Fairy Tale,webelinx hidden object games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,1.89,5.99,free,0.0,4.3,"70,795",70795
Soccer Goalkeeper,bambo studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,,,free,0.0,3.1,"29,871",29871
Pizza Boy - Game Boy Color Emulator Free,davide berra,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,,,free,0.0,4.2,"1,137",1137
Paladins: Text Adventure RPG,delight games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,role playing,0.99,10.99,free,0.0,4.8,"16,533",16533
BAD 2 BAD: EXTINCTION,dawinstone,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,role playing,1.69,84.99,free,0.0,4.3,"30,117",30117
Mystic Messenger,"cheritz co., ltd",1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,0.99,44.99,free,0.0,4.6,"330,895",330895
Spider Solitaire,hicard,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,,,free,0.0,4.5,"36,397",36397
LEGO? MINDSTORMS? Fix Factory,lego system a/s,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,,,free,0.0,4.3,"17,152",17152
Spike Masters Volleyball,rmc spear,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,sports,1.99,14.99,free,0.0,4.4,"55,038",55038
Big Time Mahjong,winr games inc,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,card,,,free,0.0,4.5,"3,963",3963
City Vandal - Spray & Run,crazy labs by tabtale,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,action,2.29,114.99,free,0.0,4.0,"6,757",6757
Mermaid Secrets2- Mermaid Girl First Crush,"joyplus technology co., ltd.",1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,casual,1.99,3.99,free,0.0,4.3,"19,205",19205
Bomber Legend: Super Classic Boom Battle,alphaway game studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,action,1.99,89.99,free,0.0,4.1,"2,609",2609
Criminal Case: The Conspiracy,pretty simple,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,adventure,1.09,109.99,free,0.0,4.5,"30,471",30471
Pathfinder Adventures,asmodee digital,1.0,0.0,1.0,0.0,0.0,0.0,1,7+,0.0,500000.0,board,1.05,44.99,free,0.0,3.6,"13,711",13711
Delicious - Emily's Honeymoon Cruise,gamehouse,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,1.99,89.99,free,0.0,4.2,"38,911",38911
G4A: Crazy Eights,games4all,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,card,0.69,0.79,free,0.0,3.8,"1,935",1935
Truth or Dare for Couples 18+,portalsoft ltd,0.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,500000.0,adventure,,,free,0.0,4.1,"7,434",7434
Car Mechanic Job: Simulator,car simulator crafting & building fps arcade games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.3,"24,282",24282
One More Dash,smg studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,0.79,0.79,free,0.0,4.1,"22,828",22828
Wildlife Park,b-alive gmbh,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,2.99,3.99,free,0.0,3.4,"6,982",6982
Learning numbers for kids - kids number games! <U+0001F476>,gokids!,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,educational,0.79,4.89,free,0.0,4.4,"18,875",18875
Gold Miner World Tour,"senspark co., ltd",1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,arcade,1.09,109.99,free,0.0,4.4,"1,172",1172
Tiny Room Stories: Town Mystery,kiary games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,2.29,2.29,free,0.0,4.6,"68,667",68667
Trivia Questions and Answers Kids,cadev games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,trivia,2.39,22.99,free,0.0,3.7,"1,327",1327
"Gartic.io - Draw, Guess, WIN",gartic,0.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,1000000.0,trivia,,,free,0.0,3.6,"25,358",25358
Five Nights at Freddy's 3,scott cawthon,0.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,100000.0,action,,,3.09,1.0,4.7,"28,773",28773
March of Empires: War of Lords ? MMO Strategy Game,gameloft se,1.0,0.0,0.0,0.0,0.0,1.0,1,16+,0.0,10000000.0,strategy,0.50,199.99,free,0.0,4.1,"298,667",298667
Mobfish Hunter,appxplore (icandy),1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,action,1.09,54.99,free,0.0,4.2,"53,822",53822
Metal Soldiers 2,play365,1.0,1.0,0.0,1.0,0.0,0.0,1,12+,0.0,10000000.0,action,0.59,24.99,free,0.0,4.3,"252,107",252107
Motorcycle Mechanic: Motorbike Simulator Game,car simulator crafting & building fps arcade games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,,,free,0.0,3.5,"1,877",1877
Sudoku - Free Classic Sudoku Puzzles,beetles games studio,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,1.09,20.99,free,0.0,4.8,"146,658",146658
Backgammon Mighty,tough pixels,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,board,,,free,0.0,4.1,"47,049",47049
Hunting Simulator Game. The hunter simulator,woodcock entertainment,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,100000.0,simulation,1.09,10.99,free,0.0,4.4,"1,949",1949
Idle Submarine: Crafting Journey,black bears,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,simulation,2.09,104.99,free,0.0,4.1,"2,053",2053
Can Your Pet : Returns - Teen,scaryama,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,1.00,49.99,free,0.0,4.3,"47,092",47092
Secret Passages Of The Hidden City,lory hidden object games,0.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,100000.0,puzzle,,,free,0.0,4.3,"2,167",2167
Parallyzed,app holdings,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,arcade,0.99,5.49,free,0.0,3.8,"21,25",2125
Moto Traffic Race,play365,1.0,1.0,1.0,0.0,0.0,0.0,1,12+,0.0,10000000.0,racing,0.59,4.99,free,0.0,4.0,"177,467",177467
Armed Heist: Ultimate Third Person Shooting Game,sozap,1.0,1.0,0.0,0.0,0.0,0.0,1,16+,0.0,1000000.0,action,0.89,104.99,free,0.0,4.4,"67,33",6733
Car Driving Simulator 2018: Ultimate Drift,mobimi games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,racing,,,free,0.0,4.0,"11,61",1161
Hangman,senior games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,puzzle,0.99,9.49,free,0.0,4.5,"135,146",135146
Mighty Party: Epic Battle Turn Based Strategy RPG,panoramik games ltd,1.0,0.0,0.0,0.0,0.0,0.0,1,12+,0.0,500000.0,role playing,1.00,99.99,free,0.0,4.5,"50,75",5075
Bud Farm Idle - Growing Tycoon Weed Farm,lunaweedy,1.0,1.0,0.0,0.0,0.0,0.0,1,18+,0.0,100000.0,simulation,1.09,42.99,free,0.0,4.2,"6,749",6749
Village and Farm,playday games,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,10000000.0,casual,0.99,99.99,free,0.0,4.5,"270,24",27024
BLACK COMMAND,"capcom co., ltd.",1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,100000.0,simulation,0.89,74.99,no info available,0.0,3.7,"3,545",3545
Scary Teacher 3D,z & k,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,5000000.0,simulation,0.99,31.99,free,0.0,4.3,"49,932",49932
Cube Escape: Harvey's Box,rusty lake,0.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,puzzle,,,free,0.0,4.6,"17,942",17942
Humbug - Genius Puzzle,dunderbit,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,1.79,16.99,free,0.0,4.7,"21,714",21714
Crazy AA,mia game,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,action,,,free,0.0,4.1,"1,473",1473
Sentence,guts united,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,1.19,119.99,free,0.0,4.4,"60,134",60134
FPse for Android devices,schtruck & ldchen,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,casual,,,2.79,1.0,4.6,"59,783",59783
Solitaire Card Games Free,"card games, inc",0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,card,,,free,0.0,4.7,"34,33",3433
Cartoon Wars,gamevil,1.0,1.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,arcade,1.09,109.99,free,0.0,4.1,"584,963",584963
KillSud - killer sudoku,botensoft,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,puzzle,,,free,0.0,4.3,"2,812",2812
Case Simulator Ultimate,silverlime,1.0,1.0,0.0,0.0,0.0,0.0,1,12+,0.0,1000000.0,simulation,1.39,1.39,free,0.0,4.6,"77,532",77532
AFK Arena,lilith  games,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,10000000.0,role playing,1.09,309.99,free,0.0,4.6,"1,542,268",1542268
Idle Golf Tycoon,hothead games,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,casual,2.19,109.99,free,0.0,4.5,"40,337",40337
Logic Master 2 - Tricky & Odd,weez beez,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.79,0.79,free,0.0,4.4,"22,646",22646
Business with Friends - Fun Social Business Game,dream hq,1.0,1.0,0.0,0.0,0.0,1.0,1,everyone,0.0,500000.0,board,0.99,54.99,free,0.0,4.5,"21,175",21175
