fancyname,company,purchases,ads,sharesinfo,shareslocation,unrestrictedinternet,usersinteract,game,age_rating,Parentalguidance,Downloads,categorygame,low_price_item,top_price_item,price,paidapp,rating,numberreviews,cleaned_numberReviews
Dino War: Rise of Beasts,kingsgroup holdings,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,strategy,1.09,109.99,free,0.0,3.9,"23,773",23773
First Strike,blindflug studios ag,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,,,free,0.0,3.9,"28,379",28379
Starlink,tasharen entertainment,1.0,0.0,0.0,0.0,0.0,1.0,1,everyone,0.0,100000.0,strategy,1.51,2.27,free,0.0,3.8,"13,912",13912
Hurricane.io,hifineapp,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,simulation,0.99,5.99,free,0.0,3.9,"3,601",3601
Infinitode - the Infinite Tower Defense,prineside,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,0.59,11.99,free,0.0,4.5,"14,253",14253
Sporos,appxplore (icandy),1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,puzzle,1.09,5.49,free,0.0,4.2,"139,681",139681
Ark of War: Galaxy Pirate Fleet,seven pirates,1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,5000000.0,strategy,1.09,109.99,free,0.0,4.3,"169,616",169616
Galaxy Attack: Alien Shooter,onesoft,1.0,1.0,0.0,0.0,0.0,1.0,1,7+,0.0,50000000.0,arcade,0.79,199.99,free,0.0,4.7,"1,333,130",1333130
Guns of Glory: Build an Epic Army for the Kingdom,century game (diandian interactive),1.0,0.0,0.0,0.0,0.0,1.0,1,7+,0.0,10000000.0,strategy,1.09,109.99,free,0.0,4.4,"260,871",260871
Influence,teremok games,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,,,free,0.0,4.0,"19,503",19503
TerraGenesis - Space Settlers,tilting point,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,5000000.0,simulation,0.99,119.99,free,0.0,4.4,"166,019",166019
Goddess: Primal Chaos - English 3D Action MMORPG,koramgame,1.0,0.0,0.0,0.0,0.0,1.0,1,12+,0.0,1000000.0,role playing,1.09,109.99,free,0.0,4.4,"56,826",56826
Tentacle Wars ?,fdg entertainment gmbh & co.kg,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,1000000.0,strategy,1.21,2.42,free,0.0,4.3,"363,708",363708
Auralux: Constellations,war drum studios,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,strategy,1.09,10.99,free,0.0,4.4,"54,727",54727
Earth Editor,dan-ball,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,simulation,,,free,0.0,4.1,"31,083",31083
Idling to Rule the Gods,shugasu,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,simulation,0.99,47.99,free,0.0,4.6,"4,093",4093
Undersea,mamau,1.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,100000.0,arcade,2.29,2.29,free,0.0,4.4,"5,608",5608
Achikaps,yiotro,0.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,strategy,,,free,0.0,4.6,"18,148",18148
Defender III,droidhen,1.0,1.0,0.0,0.0,0.0,0.0,1,7+,0.0,5000000.0,action,2.09,21.99,free,0.0,4.5,"126,029",126029
Sun Wars: Galaxy Strategy Game,bodegames,0.0,1.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,strategy,,,free,0.0,3.8,"7,051",7051
Auralux,war drum studios,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,1000000.0,puzzle,0.99,2.99,free,0.0,4.6,"106,262",106262
Mental Math Master,5daysweekend,1.0,0.0,0.0,0.0,0.0,0.0,1,everyone,0.0,500000.0,educational,1.99,7.99,free,0.0,4.5,"3,976",3976
